Family_ID	Feature_Type	Size	Genome_Count	Genome_Percentage	Classification	Representative	Rep_Sequence_Length	Min_Length	Max_Length	Mean_Length	Sequence_Diversity	Length_Variance
FAM_I1807	I	6	6	100.0%	core	I2QO	136	136	136	136.0	0.667	0.0
FAM_I1808	I	2	2	33.3%	accessory	I51E	N/A	N/A	N/A	N/A	N/A	N/A
FAM_I1809	I	6	6	100.0%	core	I2M2	132	130	133	131.8	0.833	1.4
FAM_I1810	I	4	3	50.0%	accessory	I52A	417	54	417	144.8	0.750	32942.2
SING_I54Y	I	1	1	16.7%	accessory	I54Y	97	97	97	97.0	1.000	0.0
FAM_I1811	I	6	6	100.0%	core	I2II	53	53	53	53.0	0.333	0.0
SING_I57M	I	1	1	16.7%	accessory	I57M	345	345	345	345.0	1.000	0.0
FAM_I1812	I	6	6	100.0%	core	I2BG	109	109	109	109.0	0.333	0.0
SING_I5AA	I	1	1	16.7%	accessory	I5AA	892	892	892	892.0	1.000	0.0
SING_I5B6	I	1	1	16.7%	accessory	I5B6	410	410	410	410.0	1.000	0.0
FAM_I1813	I	6	6	100.0%	core	I26F	288	288	288	288.0	0.500	0.0
SING_I5DU	I	1	1	16.7%	accessory	I5DU	N/A	N/A	N/A	N/A	N/A	N/A
FAM_I1814	I	6	6	100.0%	core	I21P	58	57	58	57.8	0.833	0.2
SING_I5J6	I	1	1	16.7%	accessory	I5J6	125	125	125	125.0	1.000	0.0
FAM_I1815	I	4	4	66.7%	accessory	I1YM	77	76	77	76.8	0.750	0.2
FAM_I1816	I	6	6	100.0%	core	I1Y4	91	91	91	91.0	0.333	0.0
SING_I5OI	I	1	1	16.7%	accessory	I5OI	86	86	86	86.0	1.000	0.0
SING_I5PU	I	1	1	16.7%	accessory	I5PU	N/A	N/A	N/A	N/A	N/A	N/A
FAM_I1817	I	2	1	16.7%	accessory	I57J	660	63	660	361.5	1.000	178204.5
SING_I5QQ	I	1	1	16.7%	accessory	I5QQ	85	85	85	85.0	1.000	0.0
FAM_I1818	I	2	2	33.3%	accessory	I5S2	211	211	212	211.5	1.000	0.5
FAM_I1819	I	6	6	100.0%	core	I1RQ	103	103	103	103.0	0.333	0.0
FAM_I1820	I	6	6	100.0%	core	I1PI	115	115	115	115.0	0.333	0.0
FAM_I1821	I	6	6	100.0%	core	I1OK	186	186	186	186.0	0.333	0.0
SING_I5WI	I	1	1	16.7%	accessory	I5WI	217	217	217	217.0	1.000	0.0
FAM_I1822	I	6	6	100.0%	core	I1KT	50	50	50	50.0	0.333	0.0
FAM_I1823	I	6	6	100.0%	core	I1P0	252	252	528	298.0	0.667	12696.0
FAM_I1824	I	5	3	50.0%	accessory	I96S	959	786	960	890.2	1.000	9048.2
SING_I5XJ	I	1	1	16.7%	accessory	I5XJ	228	228	228	228.0	1.000	0.0
SING_I5YF	I	1	1	16.7%	accessory	I5YF	50	50	50	50.0	1.000	0.0
FAM_I1825	I	6	6	100.0%	core	I2XS	191	190	191	190.3	0.833	0.3
FAM_I1826	I	4	2	33.3%	accessory	I2CD	124	124	125	124.5	0.500	0.3
FAM_I1827	I	6	6	100.0%	core	I30F	198	197	198	197.5	0.833	0.3
FAM_I1828	I	5	5	83.3%	accessory	I31B	99	99	99	99.0	0.400	0.0
FAM_I1829	I	6	6	100.0%	core	I33K	117	117	117	117.0	0.833	0.0
FAM_I1830	I	5	5	83.3%	accessory	I34W	190	190	190	190.0	0.800	0.0
FAM_I1831	I	6	6	100.0%	core	I119	375	375	376	375.7	0.833	0.3
FAM_I1832	I	4	4	66.7%	accessory	I183	184	184	186	185.0	0.750	1.3
FAM_I1833	I	10	6	100.0%	core	I18X	55	55	382	154.6	0.800	15988.7
FAM_I1834	I	7	5	83.3%	accessory	I1WG	417	404	1316	669.1	0.714	195289.8
FAM_I1835	I	2	2	33.3%	accessory	I3LD	368	368	368	368.0	0.500	0.0
FAM_I1836	I	2	2	33.3%	accessory	I3LT	391	391	391	391.0	0.500	0.0
FAM_I1837	I	2	2	33.3%	accessory	I3PF	59	59	59	59.0	0.500	0.0
FAM_I1838	I	5	5	83.3%	accessory	I2CQ	259	259	260	259.4	0.800	0.3
FAM_I1839	I	2	2	33.3%	accessory	I2IX	119	119	119	119.0	0.500	0.0
FAM_I1840	I	6	6	100.0%	core	I2PL	156	155	156	155.8	1.000	0.2
FAM_I1841	I	6	6	100.0%	core	I2Q1	59	58	59	58.7	1.000	0.3
SING_I2QX	I	1	1	16.7%	accessory	I2QX	133	133	133	133.0	1.000	0.0
FAM_I1842	I	7	6	100.0%	core	I2XL	779	320	779	678.9	1.000	33174.1
FAM_I1843	I	4	4	66.7%	accessory	I2YH	110	110	110	110.0	0.750	0.0
FAM_I1844	I	6	6	100.0%	core	I2YX	107	106	107	106.8	0.833	0.2
FAM_I1845	I	2	2	33.3%	accessory	I321	87	87	87	87.0	0.500	0.0
FAM_I1846	I	6	6	100.0%	core	I1DN	62	62	63	62.3	0.667	0.3
FAM_I1847	I	5	5	83.3%	accessory	I1GT	382	267	383	359.4	0.800	2668.3
FAM_I1848	I	4	4	66.7%	accessory	I3MH	84	84	84	84.0	0.750	0.0
FAM_I1849	I	4	4	66.7%	accessory	I241	429	429	430	429.5	0.750	0.3
FAM_I1850	I	6	6	100.0%	core	I1KI	164	164	166	165.0	0.833	0.8
SING_ID	I	1	1	16.7%	accessory	ID	190	190	190	190.0	1.000	0.0
SING_I3X	I	1	1	16.7%	accessory	I3X	328	328	328	328.0	1.000	0.0
SING_I4D	I	1	1	16.7%	accessory	I4D	271	271	271	271.0	1.000	0.0
FAM_I1851	I	13	6	100.0%	core	I24W	438	118	438	251.3	0.769	17793.4
FAM_I1852	I	2	2	33.3%	accessory	IBDF	168	168	168	168.0	1.000	0.0
FAM_I1853	I	6	6	100.0%	core	I1ZJ	204	204	843	454.7	0.833	81322.3
FAM_I1854	I	2	2	33.3%	accessory	I1ZZ	141	141	141	141.0	0.500	0.0
FAM_I1855	I	2	2	33.3%	accessory	I21B	114	114	114	114.0	0.500	0.0
FAM_I1856	I	2	2	33.3%	accessory	I27Z	94	94	94	94.0	0.500	0.0
FAM_I1857	I	2	2	33.3%	accessory	I2BJ	67	67	67	67.0	0.500	0.0
FAM_I1858	I	8	6	100.0%	core	I2BI	407	407	720	615.9	0.750	18631.6
FAM_I1859	I	2	2	33.3%	accessory	I2DR	69	69	69	69.0	0.500	0.0
FAM_I1860	I	2	2	33.3%	accessory	I2E7	101	101	101	101.0	0.500	0.0
FAM_I1861	I	2	2	33.3%	accessory	I2F3	260	260	260	260.0	0.500	0.0
FAM_I1862	I	3	3	50.0%	accessory	I2FJ	95	95	95	95.0	0.500	0.0
FAM_I1863	I	2	2	33.3%	accessory	I2I7	188	188	188	188.0	0.500	0.0
FAM_I1864	I	2	2	33.3%	accessory	I2J3	186	186	186	186.0	0.500	0.0
FAM_I1865	I	4	2	33.3%	accessory	I2KV	126	126	186	156.0	0.500	1200.0
FAM_I1866	I	2	2	33.3%	accessory	I2Z3	324	324	324	324.0	0.500	0.0
FAM_I1867	I	2	2	33.3%	accessory	I31R	189	189	189	189.0	0.500	0.0
FAM_I1868	I	2	2	33.3%	accessory	I327	N/A	N/A	N/A	N/A	N/A	N/A
FAM_I1869	I	2	2	33.3%	accessory	I32N	74	74	74	74.0	0.500	0.0
FAM_I1870	I	2	2	33.3%	accessory	I34F	153	153	153	153.0	0.500	0.0
FAM_I1871	I	2	2	33.3%	accessory	I367	186	186	186	186.0	0.500	0.0
FAM_I1872	I	3	3	50.0%	accessory	I2EH	186	186	186	186.0	0.667	0.0
FAM_I1873	I	6	6	100.0%	core	I2GP	52	52	52	52.0	0.667	0.0
FAM_I1874	I	6	6	100.0%	core	I2H5	226	209	226	220.3	0.833	77.1
FAM_I1875	I	14	4	66.7%	accessory	I2DV	233	186	1258	433.6	0.643	133753.5
FAM_I1876	I	6	4	66.7%	accessory	I2JT	843	244	843	477.0	0.833	82373.6
FAM_I1877	I	3	3	50.0%	accessory	I2KP	290	290	290	290.0	0.667	0.0
FAM_I1878	I	8	6	100.0%	core	I288	506	151	506	273.0	0.750	24050.9
FAM_I1879	I	5	5	83.3%	accessory	I2MG	211	211	223	213.4	0.800	28.8
FAM_I1880	I	2	2	33.3%	accessory	I2NC	77	77	77	77.0	0.500	0.0
SING_I87S	I	1	1	16.7%	accessory	I87S	301	301	301	301.0	1.000	0.0
SING_I888	I	1	1	16.7%	accessory	I888	497	497	497	497.0	1.000	0.0
FAM_I1881	I	3	3	50.0%	accessory	I432	213	213	213	213.0	1.000	0.0
SING_I894	I	1	1	16.7%	accessory	I894	308	308	308	308.0	1.000	0.0
FAM_I1882	I	4	4	66.7%	accessory	I3MI	51	51	51	51.0	0.750	0.0
FAM_I1883	I	5	5	83.3%	accessory	I1FW	128	124	128	126.4	0.800	4.8
FAM_I1884	I	2	2	33.3%	accessory	I484	92	92	92	92.0	1.000	0.0
FAM_I1885	I	6	6	100.0%	core	I1D5	209	209	209	209.0	0.833	0.0
SING_I8IG	I	1	1	16.7%	accessory	I8IG	491	491	491	491.0	1.000	0.0
SING_I8NC	I	1	1	16.7%	accessory	I8NC	311	311	311	311.0	1.000	0.0
FAM_I1886	I	2	2	33.3%	accessory	I4JC	62	61	62	61.5	1.000	0.5
FAM_I1887	I	6	6	100.0%	core	I112	69	68	69	68.8	0.667	0.2
FAM_I1888	I	6	6	100.0%	core	I2WJ	N/A	N/A	N/A	N/A	N/A	N/A
FAM_I1889	I	6	6	100.0%	core	I1GM	110	110	110	110.0	0.333	0.0
FAM_I1890	I	6	6	100.0%	core	I2WZ	59	59	59	59.0	0.667	0.0
FAM_I1891	I	15	6	100.0%	core	I218	124	56	245	126.3	0.800	4401.5
FAM_I1892	I	6	6	100.0%	core	I34S	88	88	88	88.0	0.333	0.0
FAM_I1893	I	5	5	83.3%	accessory	I18B	57	57	57	57.0	0.400	0.0
FAM_I1894	I	5	5	83.3%	accessory	I1PR	401	401	401	401.0	1.000	0.0
FAM_I1895	I	6	6	100.0%	core	I29W	132	132	132	132.0	0.667	0.0
FAM_I1896	I	6	6	100.0%	core	I2H0	119	119	119	119.0	0.667	0.0
FAM_I1897	I	6	6	100.0%	core	I2WJ	62	62	62	62.0	0.667	0.0
FAM_I1898	I	6	6	100.0%	core	I2W3	172	172	172	172.0	0.833	0.0
FAM_I1899	I	6	6	100.0%	core	I1CJ	80	80	80	80.0	0.500	0.0
FAM_I1900	I	6	6	100.0%	core	I165	73	73	73	73.0	0.333	0.0
FAM_I1901	I	6	6	100.0%	core	I11C	114	114	114	114.0	0.833	0.0
FAM_I1902	I	6	6	100.0%	core	I32R	173	173	173	173.0	0.667	0.0
FAM_I1903	I	6	6	100.0%	core	I2ZV	313	313	314	313.7	0.833	0.3
FAM_I1904	I	6	6	100.0%	core	I2WD	421	421	421	421.0	0.833	0.0
FAM_I1905	I	6	6	100.0%	core	I2VX	274	274	274	274.0	0.833	0.0
FAM_I1906	I	5	5	83.3%	accessory	I2MS	137	137	137	137.0	0.800	0.0
FAM_I1907	I	6	6	100.0%	core	I2LX	330	330	330	330.0	0.833	0.0
FAM_I1908	I	6	6	100.0%	core	I2J9	102	102	119	104.8	0.833	48.2
FAM_I1909	I	6	6	100.0%	core	I268	1238	1188	1240	1229.3	0.833	412.3
FAM_I1910	I	5	5	83.3%	accessory	I1Z9	94	94	94	94.0	0.600	0.0
FAM_I1911	I	6	6	100.0%	core	I1RK	94	94	94	94.0	0.500	0.0
FAM_I1912	I	6	6	100.0%	core	I1Q7	197	197	197	197.0	0.667	0.0
FAM_I1913	I	6	6	100.0%	core	I1NX	50	50	50	50.0	0.667	0.0
FAM_I1914	I	6	6	100.0%	core	I1WH	163	163	164	163.3	0.667	0.3
FAM_I1915	I	6	6	100.0%	core	I1XS	224	224	224	224.0	0.333	0.0
FAM_I1916	I	6	6	100.0%	core	I1Y7	104	104	104	104.0	0.333	0.0
FAM_I1917	I	6	6	100.0%	core	I1ZG	91	91	91	91.0	0.833	0.0
SING_I43	I	1	1	16.7%	accessory	I43	52	52	52	52.0	1.000	0.0
FAM_I1918	I	6	6	100.0%	core	I20X	86	86	376	202.0	0.800	25230.0
FAM_I1919	I	6	6	100.0%	core	I22A	54	54	55	54.5	0.667	0.3
FAM_I1920	I	6	6	100.0%	core	I23N	236	236	238	236.8	0.833	0.6
FAM_I1921	I	6	6	100.0%	core	I247	89	89	89	89.0	0.833	0.0
FAM_I1922	I	6	6	100.0%	core	I252	110	110	110	110.0	0.667	0.0
FAM_I1923	I	5	5	83.3%	accessory	I260	59	59	59	59.0	0.800	0.0
FAM_I1924	I	6	6	100.0%	core	I27A	113	113	113	113.0	0.833	0.0
FAM_I1925	I	6	6	100.0%	core	I28B	578	578	578	578.0	0.833	0.0
FAM_I1926	I	6	6	100.0%	core	I28S	403	403	403	403.0	0.833	0.0
FAM_I1927	I	6	6	100.0%	core	I29B	245	245	246	245.7	0.833	0.3
FAM_I1928	I	3	3	50.0%	accessory	I5AJ	125	125	125	125.0	1.000	0.0
FAM_I1929	I	6	6	100.0%	core	I2GC	224	224	224	224.0	0.500	0.0
FAM_I1930	I	6	6	100.0%	core	I2GS	572	572	572	572.0	0.833	0.0
FAM_I1931	I	13	6	100.0%	core	I19X	146	108	589	286.0	0.769	19486.0
FAM_I1932	I	4	4	66.7%	accessory	I2N8	74	74	74	74.0	0.500	0.0
FAM_I1933	I	3	3	50.0%	accessory	I963	72	72	72	72.0	1.000	0.0
FAM_I1934	I	5	5	83.3%	accessory	I2PP	257	257	257	257.0	1.000	0.0
FAM_I1935	I	5	5	83.3%	accessory	I2Q6	78	78	78	78.0	0.400	0.0
FAM_I1936	I	6	6	100.0%	core	I2SM	106	106	106	106.0	0.833	0.0
FAM_I1937	I	6	6	100.0%	core	I2T0	174	174	174	174.0	0.667	0.0
FAM_I1938	I	6	6	100.0%	core	I2TH	80	80	80	80.0	0.667	0.0
FAM_I1939	I	6	6	100.0%	core	I2UD	332	331	332	331.8	0.833	0.2
FAM_I1940	I	6	6	100.0%	core	I2US	286	285	286	285.8	0.833	0.2
FAM_I1941	I	6	6	100.0%	core	I2VQ	83	83	83	83.0	0.500	0.0
FAM_I1942	I	5	5	83.3%	accessory	I2W7	55	55	55	55.0	0.800	0.0
FAM_I1943	I	6	6	100.0%	core	I2WN	824	824	826	824.8	0.833	0.6
FAM_I1944	I	6	6	100.0%	core	I2X1	133	133	133	133.0	0.833	0.0
FAM_I1945	I	6	6	100.0%	core	I32U	52	52	52	52.0	0.833	0.0
FAM_I1946	I	6	6	100.0%	core	I10J	202	202	202	202.0	0.833	0.0
FAM_I1947	I	6	6	100.0%	core	I10Z	415	415	415	415.0	0.833	0.0
FAM_I1948	I	6	6	100.0%	core	I14J	54	53	54	53.8	0.833	0.2
SING_I14Z	I	1	1	16.7%	accessory	I14Z	224	224	224	224.0	1.000	0.0
FAM_I1949	I	6	6	100.0%	core	I15F	57	56	57	56.7	0.667	0.3
SING_I16B	I	1	1	16.7%	accessory	I16B	91	91	91	91.0	1.000	0.0
FAM_I1950	I	6	6	100.0%	core	I18J	122	122	187	132.8	0.667	704.2
FAM_I1951	I	6	6	100.0%	core	I1GZ	202	202	202	202.0	0.833	0.0
FAM_I1952	I	6	6	100.0%	core	I1IR	189	188	190	189.0	0.667	0.8
FAM_I1953	I	3	3	50.0%	accessory	I1KJ	66	66	66	66.0	1.000	0.0
FAM_I1954	I	6	6	100.0%	core	I1LF	130	130	130	130.0	0.333	0.0
FAM_I1955	I	6	6	100.0%	core	I1LV	63	63	64	63.2	0.833	0.2
FAM_I1956	I	6	6	100.0%	core	I1MB	154	154	154	154.0	0.667	0.0
FAM_I1957	I	6	6	100.0%	core	I1O3	266	251	266	261.0	0.833	60.0
FAM_I1958	I	6	6	100.0%	core	I1OJ	94	94	94	94.0	0.667	0.0
FAM_I1959	I	6	6	100.0%	core	I1PV	429	428	429	428.5	0.833	0.3
FAM_I1960	I	6	6	100.0%	core	I1SJ	79	78	379	128.8	0.667	15020.2
SING_I1TV	I	1	1	16.7%	accessory	I1TV	785	785	785	785.0	1.000	0.0
FAM_I1961	I	2	2	33.3%	accessory	I1YR	78	78	78	78.0	0.500	0.0
FAM_I1962	I	2	2	33.3%	accessory	I1ZN	118	118	118	118.0	0.500	0.0
FAM_I1963	I	2	2	33.3%	accessory	I27N	134	134	134	134.0	0.500	0.0
FAM_I1964	I	2	2	33.3%	accessory	I28J	283	283	283	283.0	0.500	0.0
FAM_I1965	I	2	2	33.3%	accessory	I2C3	255	255	255	255.0	0.500	0.0
FAM_I1966	I	2	2	33.3%	accessory	I2DF	76	76	76	76.0	0.500	0.0
FAM_I1967	I	2	2	33.3%	accessory	I2EB	85	85	85	85.0	0.500	0.0
FAM_I1968	I	2	2	33.3%	accessory	I2ER	92	92	92	92.0	0.500	0.0
FAM_I1969	I	2	2	33.3%	accessory	I2F7	591	591	591	591.0	0.500	0.0
FAM_I1970	I	2	2	33.3%	accessory	I2FN	240	240	240	240.0	0.500	0.0
FAM_I1971	I	2	2	33.3%	accessory	I2G3	63	63	63	63.0	0.500	0.0
FAM_I1972	I	2	2	33.3%	accessory	I2HF	177	177	177	177.0	0.500	0.0
FAM_I1973	I	2	2	33.3%	accessory	I2IB	610	610	610	610.0	0.500	0.0
FAM_I1974	I	2	2	33.3%	accessory	I2KZ	69	69	69	69.0	0.500	0.0
FAM_I1975	I	6	2	33.3%	accessory	I2LF	351	112	351	192.0	0.833	15168.8
FAM_I1976	I	4	4	66.7%	accessory	I2MB	148	148	148	148.0	0.750	0.0
FAM_I1977	I	6	6	100.0%	core	I2MR	290	81	290	202.3	0.833	10582.7
FAM_I1978	I	3	3	50.0%	accessory	I2PF	168	168	169	168.3	1.000	0.3
FAM_I1979	I	2	2	33.3%	accessory	I2RN	149	149	149	149.0	1.000	0.0
FAM_I1980	I	6	6	100.0%	core	I2TF	188	80	188	116.0	0.500	3110.4
FAM_I1981	I	6	6	100.0%	core	I2VN	136	136	136	136.0	0.667	0.0
FAM_I1982	I	6	6	100.0%	core	I2YB	104	104	104	104.0	0.667	0.0
FAM_I1983	I	6	6	100.0%	core	I2YR	170	170	257	184.5	0.833	1261.5
FAM_I1984	I	6	2	33.3%	accessory	I2R0	N/A	N/A	N/A	N/A	N/A	N/A
FAM_I1985	I	6	6	100.0%	core	I30J	266	265	266	265.8	0.833	0.2
FAM_I1986	I	3	3	50.0%	accessory	I30Z	52	52	52	52.0	0.667	0.0
FAM_I1987	I	6	6	100.0%	core	I31F	64	64	64	64.0	0.667	0.0
FAM_I1988	I	5	3	50.0%	accessory	I2D7	70	70	73	70.6	0.600	1.8
FAM_I1989	I	6	6	100.0%	core	I33N	81	81	81	81.0	0.333	0.0
FAM_I1990	I	6	6	100.0%	core	I34J	192	192	192	192.0	0.667	0.0
FAM_I1991	I	6	6	100.0%	core	I100	56	56	56	56.0	0.500	0.0
FAM_I1992	I	6	6	100.0%	core	I12K	167	167	167	167.0	0.833	0.0
FAM_I1993	I	6	6	100.0%	core	I130	110	110	110	110.0	0.333	0.0
FAM_I1994	I	5	5	83.3%	accessory	I13F	135	135	135	135.0	0.800	0.0
FAM_I1995	I	6	6	100.0%	core	I13V	197	197	197	197.0	0.333	0.0
FAM_I1996	I	6	6	100.0%	core	I14D	212	212	212	212.0	0.833	0.0
FAM_I1997	I	4	4	66.7%	accessory	I154	911	911	935	928.8	0.750	140.2
FAM_I1998	I	6	6	100.0%	core	I15I	90	90	90	90.0	0.500	0.0
FAM_I1999	I	6	6	100.0%	core	I15W	66	66	66	66.0	0.500	0.0
FAM_I2000	I	6	6	100.0%	core	I16F	139	139	139	139.0	0.833	0.0
FAM_I2001	I	6	6	100.0%	core	I16T	59	59	59	59.0	0.833	0.0
FAM_I2002	I	6	6	100.0%	core	I17A	57	57	57	57.0	0.333	0.0
FAM_I2003	I	6	6	100.0%	core	I191	92	92	92	92.0	0.500	0.0
FAM_I2004	I	6	6	100.0%	core	I1ED	55	55	55	55.0	0.500	0.0
FAM_I2005	I	6	6	100.0%	core	I1EU	54	54	54	54.0	0.833	0.0
FAM_I2006	I	6	6	100.0%	core	I1FB	56	56	56	56.0	0.333	0.0
FAM_I2007	I	6	6	100.0%	core	I1G8	97	97	97	97.0	0.667	0.0
FAM_I2008	I	6	6	100.0%	core	I1HG	210	210	210	210.0	0.833	0.0
FAM_I2009	I	16	6	100.0%	core	I1EX	66	66	1078	368.3	0.812	164662.2
FAM_I2010	I	6	6	100.0%	core	I1IC	365	365	365	365.0	0.833	0.0
FAM_I2011	I	10	6	100.0%	core	I1IT	227	70	242	217.4	0.800	2730.3
FAM_I2012	I	7	6	100.0%	core	I1JW	75	72	421	160.9	0.857	15052.1
FAM_I2013	I	6	6	100.0%	core	I1KA	606	606	606	606.0	0.833	0.0
FAM_I2014	I	6	6	100.0%	core	I1L1	166	166	166	166.0	0.833	0.0
FAM_I2015	I	6	6	100.0%	core	I1LI	190	190	190	190.0	0.833	0.0
FAM_I2016	I	6	6	100.0%	core	I1LY	75	75	75	75.0	0.833	0.0
FAM_I2017	I	6	6	100.0%	core	I1ME	380	380	381	380.7	0.833	0.3
FAM_I2018	I	6	6	100.0%	core	I1MU	84	84	695	472.2	0.833	67208.6
FAM_I2019	I	6	6	100.0%	core	I1NO	202	202	202	202.0	0.833	0.0
FAM_I2020	I	2	2	33.3%	accessory	I3V7	232	232	254	243.0	1.000	242.0
FAM_I2021	I	4	4	66.7%	accessory	I3VN	69	69	69	69.0	0.750	0.0
FAM_I2022	I	6	6	100.0%	core	I1PG	109	109	109	109.0	0.500	0.0
FAM_I2023	I	6	6	100.0%	core	I1QT	121	121	122	121.8	0.667	0.2
FAM_I2024	I	6	6	100.0%	core	I1RP	81	81	81	81.0	0.667	0.0
FAM_I2025	I	5	5	83.3%	accessory	I1SZ	144	144	144	144.0	0.800	0.0
FAM_I2026	I	4	4	66.7%	accessory	I1UH	176	176	176	176.0	0.750	0.0
FAM_I2027	I	6	6	100.0%	core	I1UY	102	102	102	102.0	0.333	0.0
FAM_I2028	I	6	6	100.0%	core	I1VE	51	51	51	51.0	0.500	0.0
SING_I42R	I	1	1	16.7%	accessory	I42R	156	156	156	156.0	1.000	0.0
SING_I46B	I	1	1	16.7%	accessory	I46B	50	50	50	50.0	1.000	0.0
FAM_I2029	I	6	6	100.0%	core	I1EG	164	164	164	164.0	0.667	0.0
FAM_I2030	I	2	1	16.7%	accessory	I49V	51	51	62	56.5	1.000	60.5
SING_I4B7	I	1	1	16.7%	accessory	I4B7	61	61	61	61.0	1.000	0.0
FAM_I2031	I	4	4	66.7%	accessory	I19Y	188	188	189	188.5	0.750	0.3
FAM_I2032	I	6	6	100.0%	core	I19M	64	64	64	64.0	0.500	0.0
FAM_I2033	I	13	6	100.0%	core	I162	68	50	406	176.1	1.000	14021.9
SING_I4HF	I	1	1	16.7%	accessory	I4HF	95	95	95	95.0	1.000	0.0
FAM_I2034	I	2	1	16.7%	accessory	I4LF	78	78	213	145.5	1.000	9112.5
FAM_I2035	I	9	6	100.0%	core	I33B	55	55	267	103.0	0.667	4236.0
FAM_I2036	I	2	2	33.3%	accessory	I4QB	57	57	57	57.0	1.000	0.0
FAM_I2037	I	8	6	100.0%	core	I30B	88	88	89	88.2	0.625	0.2
FAM_I2038	I	2	2	33.3%	accessory	I4R7	199	199	199	199.0	1.000	0.0
SING_I4RN	I	1	1	16.7%	accessory	I4RN	401	401	401	401.0	1.000	0.0
SING_I4S3	I	1	1	16.7%	accessory	I4S3	166	166	166	166.0	1.000	0.0
FAM_I2039	I	6	6	100.0%	core	I2WK	54	54	54	54.0	0.500	0.0
FAM_I2040	I	6	6	100.0%	core	I2T5	76	76	76	76.0	0.333	0.0
FAM_I2041	I	6	6	100.0%	core	I2SO	275	275	275	275.0	0.833	0.0
FAM_I2042	I	6	6	100.0%	core	I2M1	148	148	148	148.0	0.833	0.0
SING_I54Z	I	1	1	16.7%	accessory	I54Z	214	214	214	214.0	1.000	0.0
FAM_I2043	I	4	4	66.7%	accessory	I55F	85	85	85	85.0	0.500	0.0
SING_I57N	I	1	1	16.7%	accessory	I57N	125	125	125	125.0	1.000	0.0
SING_I583	I	1	1	16.7%	accessory	I583	296	296	296	296.0	1.000	0.0
FAM_I2044	I	10	6	100.0%	core	I2DZ	54	54	422	169.2	0.700	20155.7
FAM_I2045	I	6	6	100.0%	core	I2BF	57	57	57	57.0	0.333	0.0
FAM_I2046	I	6	6	100.0%	core	I2AX	168	167	168	167.8	0.500	0.2
SING_I5B7	I	1	1	16.7%	accessory	I5B7	173	173	173	173.0	1.000	0.0
SING_I5CZ	I	1	1	16.7%	accessory	I5CZ	239	239	239	239.0	1.000	0.0
FAM_I2047	I	6	6	100.0%	core	I24G	107	107	107	107.0	0.500	0.0
SING_I5J7	I	1	1	16.7%	accessory	I5J7	434	434	434	434.0	1.000	0.0
FAM_I2048	I	6	6	100.0%	core	I1WD	52	52	52	52.0	0.333	0.0
FAM_I2049	I	2	2	33.3%	accessory	I5NN	77	77	77	77.0	0.500	0.0
SING_I5O3	I	1	1	16.7%	accessory	I5O3	138	138	138	138.0	1.000	0.0
SING_I5OJ	I	1	1	16.7%	accessory	I5OJ	286	286	286	286.0	1.000	0.0
SING_I5PF	I	1	1	16.7%	accessory	I5PF	1482	1482	1482	1482.0	1.000	0.0
SING_I5PV	I	1	1	16.7%	accessory	I5PV	97	97	97	97.0	1.000	0.0
SING_I5QB	I	1	1	16.7%	accessory	I5QB	855	855	855	855.0	1.000	0.0
SING_I5QR	I	1	1	16.7%	accessory	I5QR	75	75	75	75.0	1.000	0.0
SING_I5R7	I	1	1	16.7%	accessory	I5R7	192	192	192	192.0	1.000	0.0
FAM_I2050	I	6	6	100.0%	core	I1PH	72	72	72	72.0	0.500	0.0
FAM_I2051	I	6	6	100.0%	core	I1NR	276	276	276	276.0	0.833	0.0
FAM_I2052	I	6	6	100.0%	core	I1KS	352	348	353	351.0	0.833	2.8
FAM_I2053	I	2	2	33.3%	accessory	I2PD	62	62	62	62.0	1.000	0.0
FAM_I2054	I	6	6	100.0%	core	I2VH	160	160	160	160.0	0.833	0.0
FAM_I2055	I	6	6	100.0%	core	I2WS	96	96	96	96.0	0.333	0.0
FAM_I2056	I	6	6	100.0%	core	I2XO	796	795	796	795.8	0.833	0.2
FAM_I2057	I	4	4	66.7%	accessory	I2Z0	342	342	342	342.0	0.750	0.0
FAM_I2058	I	6	6	100.0%	core	I330	149	149	149	149.0	0.833	0.0
FAM_I2059	I	5	5	83.3%	accessory	I33G	423	422	423	422.6	0.800	0.3
FAM_I2060	I	6	6	100.0%	core	I358	82	82	82	82.0	0.500	0.0
FAM_I2061	I	6	6	100.0%	core	I10P	311	245	311	300.0	0.833	726.0
FAM_I2062	I	6	6	100.0%	core	I115	295	295	295	295.0	0.833	0.0
FAM_I2063	I	6	6	100.0%	core	I11P	184	184	184	184.0	0.833	0.0
FAM_I2064	I	6	6	100.0%	core	I138	95	95	95	95.0	0.500	0.0
FAM_I2065	I	6	6	100.0%	core	I13O	602	602	621	614.2	0.833	89.0
FAM_I2066	I	6	6	100.0%	core	I145	96	96	96	96.0	0.333	0.0
FAM_I2067	I	6	6	100.0%	core	I14M	148	148	148	148.0	0.500	0.0
FAM_I2068	I	4	4	66.7%	accessory	I17Z	193	193	429	311.0	0.750	18565.3
FAM_I2069	I	4	4	66.7%	accessory	I3EK	145	145	145	145.0	0.500	0.0
FAM_I2070	I	6	6	100.0%	core	I1A2	188	188	188	188.0	0.500	0.0
FAM_I2071	I	6	6	100.0%	core	I1AK	151	151	151	151.0	0.667	0.0
FAM_I2072	I	6	6	100.0%	core	I1B0	104	104	105	104.3	0.500	0.3
