compact_id	family_id	genome_id	feature_type
PKQ6	FAM_P3659	E_coli_GCF_003399945_2	P
PKQ7	FAM_P468	E_coli_GCF_003399945_2	P
PKQ8	FAM_P1433	E_coli_GCF_003399945_2	P
PKQ9	FAM_P414	E_coli_GCF_003399945_2	P
PKQA	FAM_P1278	E_coli_GCF_003399945_2	P
PKQB	FAM_P1070	E_coli_GCF_003399945_2	P
PKQC	FAM_P4270	E_coli_GCF_003399945_2	P
PKQD	FAM_P4007	E_coli_GCF_003399945_2	P
PKQE	FAM_P3770	E_coli_GCF_003399945_2	P
PKQF	FAM_P3569	E_coli_GCF_003399945_2	P
PKQG	FAM_P652	E_coli_GCF_003399945_2	P
PKQH	FAM_P111	E_coli_GCF_003399945_2	P
PKQI	FAM_P3211	E_coli_GCF_003399945_2	P
PKQJ	FAM_P4988	E_coli_GCF_003399945_2	P
PKQK	FAM_P2833	E_coli_GCF_003399945_2	P
PKQL	FAM_P3135	E_coli_GCF_003399945_2	P
PKQM	FAM_P2384	E_coli_GCF_003399945_2	P
PKQN	FAM_P2743	E_coli_GCF_003399945_2	P
PKQO	FAM_P2631	E_coli_GCF_003399945_2	P
PKQP	FAM_P2444	E_coli_GCF_003399945_2	P
PKQQ	FAM_P4928	E_coli_GCF_003399945_2	P
PKQR	FAM_P3354	E_coli_GCF_003399945_2	P
PKQS	FAM_P246	E_coli_GCF_003399945_2	P
PKQT	FAM_P782	E_coli_GCF_003399945_2	P
PKQU	FAM_P362	E_coli_GCF_003399945_2	P
PKQV	FAM_P3870	E_coli_GCF_003399945_2	P
PKQW	FAM_P4109	E_coli_GCF_003399945_2	P
PKQX	FAM_P944	E_coli_GCF_003399945_2	P
PKQY	FAM_P3845	E_coli_GCF_003399945_2	P
PKQZ	FAM_P1359	E_coli_GCF_003399945_2	P
PKR	FAM_P1183	E_coli_GCF_000005845_2	P
PKR0	FAM_P4700	E_coli_GCF_003399945_2	P
PKR1	FAM_P1129	E_coli_GCF_003399945_2	P
PKR2	FAM_P467	E_coli_GCF_003399945_2	P
PKR3	FAM_P1432	E_coli_GCF_003399945_2	P
PKR4	FAM_P413	E_coli_GCF_003399945_2	P
PKR5	FAM_P1277	E_coli_GCF_003399945_2	P
PKR6	FAM_P1069	E_coli_GCF_003399945_2	P
PKR7	FAM_P4269	E_coli_GCF_003399945_2	P
PKR8	FAM_P4006	E_coli_GCF_003399945_2	P
PKR9	FAM_P1025	E_coli_GCF_003399945_2	P
PKRA	FAM_P651	E_coli_GCF_003399945_2	P
PKRB	FAM_P110	E_coli_GCF_003399945_2	P
PKRC	FAM_P2032	E_coli_GCF_003399945_2	P
PKRD	FAM_P3494	E_coli_GCF_003399945_2	P
PKRE	FAM_P2832	E_coli_GCF_003399945_2	P
PKRF	FAM_P35	E_coli_GCF_003399945_2	P
PKRG	FAM_P2383	E_coli_GCF_003399945_2	P
PKRH	FAM_P2742	E_coli_GCF_003399945_2	P
PKRI	FAM_P3040	E_coli_GCF_003399945_2	P
PKRJ	FAM_P2089	E_coli_GCF_003399945_2	P
PKRK	SING_PKRK	E_coli_GCF_003399945_2	P
PKRL	FAM_P2630	E_coli_GCF_003399945_2	P
PKRM	FAM_P1268	E_coli_GCF_003399945_2	P
PKRN	FAM_P3355	E_coli_GCF_003399945_2	P
PKRO	FAM_P247	E_coli_GCF_003399945_2	P
PKRP	FAM_P783	E_coli_GCF_003399945_2	P
PKRQ	FAM_P363	E_coli_GCF_003399945_2	P
PKRR	FAM_P3871	E_coli_GCF_003399945_2	P
PKRS	FAM_P4110	E_coli_GCF_003399945_2	P
PKRT	FAM_P945	E_coli_GCF_003399945_2	P
PKRU	FAM_P1156	E_coli_GCF_003399945_2	P
PKRV	FAM_P1360	E_coli_GCF_003399945_2	P
PKRW	FAM_P4701	E_coli_GCF_003399945_2	P
PKRX	FAM_P2549	E_coli_GCF_003399945_2	P
PKRY	FAM_P1431	E_coli_GCF_003399945_2	P
PKRZ	FAM_P412	E_coli_GCF_003399945_2	P
PKS	FAM_P3007	E_coli_GCF_000005845_2	P
PKS0	FAM_P1276	E_coli_GCF_003399945_2	P
PKS1	FAM_P1068	E_coli_GCF_003399945_2	P
PKS2	FAM_P4268	E_coli_GCF_003399945_2	P
PKS3	FAM_P4005	E_coli_GCF_003399945_2	P
PKS4	FAM_P3769	E_coli_GCF_003399945_2	P
PKS5	FAM_P3568	E_coli_GCF_003399945_2	P
PKS6	FAM_P650	E_coli_GCF_003399945_2	P
PKS7	FAM_P1186	E_coli_GCF_003399945_2	P
PKS8	FAM_P3210	E_coli_GCF_003399945_2	P
PKS9	FAM_P4987	E_coli_GCF_003399945_2	P
PKSA	FAM_P2831	E_coli_GCF_003399945_2	P
PKSB	FAM_P34	E_coli_GCF_003399945_2	P
PKSC	FAM_P3133	E_coli_GCF_003399945_2	P
PKSD	FAM_P2382	E_coli_GCF_003399945_2	P
PKSE	FAM_P2741	E_coli_GCF_003399945_2	P
PKSF	FAM_P4549	E_coli_GCF_003399945_2	P
PKSG	FAM_P2088	E_coli_GCF_003399945_2	P
PKSH	FAM_P2629	E_coli_GCF_003399945_2	P
PKSI	FAM_P4929	E_coli_GCF_003399945_2	P
PKSJ	FAM_P3356	E_coli_GCF_003399945_2	P
PKSK	FAM_P248	E_coli_GCF_003399945_2	P
PKSL	FAM_P784	E_coli_GCF_003399945_2	P
PKSM	FAM_P3313	E_coli_GCF_003399945_2	P
PKSN	FAM_P3872	E_coli_GCF_003399945_2	P
PKSO	FAM_P4111	E_coli_GCF_003399945_2	P
PKSP	FAM_P946	E_coli_GCF_003399945_2	P
PKSQ	FAM_P1157	E_coli_GCF_003399945_2	P
PKSR	FAM_P1361	E_coli_GCF_003399945_2	P
PKSS	FAM_P5340	E_coli_GCF_003399945_2	P
PKST	FAM_P2550	E_coli_GCF_003399945_2	P
PKSU	FAM_P1430	E_coli_GCF_003399945_2	P
PKSV	FAM_P1515	E_coli_GCF_003399945_2	P
PKSW	FAM_P4004	E_coli_GCF_003399945_2	P
PKSX	FAM_P3768	E_coli_GCF_003399945_2	P
PKSY	FAM_P649	E_coli_GCF_003399945_2	P
PKSZ	FAM_P109	E_coli_GCF_003399945_2	P
PKT	FAM_P4723	E_coli_GCF_000005845_2	P
PKT0	FAM_P3209	E_coli_GCF_003399945_2	P
PKT1	FAM_P4986	E_coli_GCF_003399945_2	P
PKT2	FAM_P2830	E_coli_GCF_003399945_2	P
PKT3	FAM_P33	E_coli_GCF_003399945_2	P
PKT4	FAM_P3132	E_coli_GCF_003399945_2	P
PKT5	FAM_P2381	E_coli_GCF_003399945_2	P
PKT6	FAM_P2740	E_coli_GCF_003399945_2	P
PKT7	FAM_P1792	E_coli_GCF_003399945_2	P
PKT8	FAM_P846	E_coli_GCF_003399945_2	P
PKT9	FAM_P317	E_coli_GCF_003399945_2	P
PKTA	FAM_P3436	E_coli_GCF_003399945_2	P
PKTB	FAM_P3039	E_coli_GCF_003399945_2	P
PKTC	FAM_P2087	E_coli_GCF_003399945_2	P
PKTD	FAM_P2628	E_coli_GCF_003399945_2	P
PKTE	FAM_P4930	E_coli_GCF_003399945_2	P
PKTF	FAM_P3555	E_coli_GCF_003399945_2	P
PKTG	FAM_P3754	E_coli_GCF_003399945_2	P
PKTH	FAM_P785	E_coli_GCF_003399945_2	P
PKTI	FAM_P4256	E_coli_GCF_003399945_2	P
PKTJ	FAM_P3873	E_coli_GCF_003399945_2	P
PKTK	FAM_P4112	E_coli_GCF_003399945_2	P
PKTL	FAM_P947	E_coli_GCF_003399945_2	P
PKTM	FAM_P1158	E_coli_GCF_003399945_2	P
PKTN	FAM_P1362	E_coli_GCF_003399945_2	P
PKTO	FAM_P1275	E_coli_GCF_003399945_2	P
PKTP	FAM_P905	E_coli_GCF_003399945_2	P
PKTQ	FAM_P4267	E_coli_GCF_003399945_2	P
PKTR	FAM_P4003	E_coli_GCF_003399945_2	P
PKTS	FAM_P3767	E_coli_GCF_003399945_2	P
PKTT	FAM_P3567	E_coli_GCF_003399945_2	P
PKTU	FAM_P648	E_coli_GCF_003399945_2	P
PKTV	FAM_P2142	E_coli_GCF_003399945_2	P
PKTW	FAM_P3208	E_coli_GCF_003399945_2	P
PKTX	FAM_P4985	E_coli_GCF_003399945_2	P
PKTY	FAM_P4163	E_coli_GCF_003399945_2	P
PKTZ	FAM_P32	E_coli_GCF_003399945_2	P
PKU	FAM_P3828	E_coli_GCF_000005845_2	P
PKU0	FAM_P3131	E_coli_GCF_003399945_2	P
PKU1	FAM_P2380	E_coli_GCF_003399945_2	P
PKU2	FAM_P2739	E_coli_GCF_003399945_2	P
PKU3	FAM_P346	E_coli_GCF_003399945_2	P
PKU4	FAM_P845	E_coli_GCF_003399945_2	P
PKU5	FAM_P316	E_coli_GCF_003399945_2	P
PKU6	FAM_P3435	E_coli_GCF_003399945_2	P
PKU7	FAM_P2816	E_coli_GCF_003399945_2	P
PKU8	FAM_P1763	E_coli_GCF_003399945_2	P
PKU9	FAM_P1763	E_coli_GCF_003399945_2	P
PKUA	FAM_P4931	E_coli_GCF_003399945_2	P
PKUB	FAM_P3357	E_coli_GCF_003399945_2	P
PKUC	FAM_P249	E_coli_GCF_003399945_2	P
PKUD	FAM_P786	E_coli_GCF_003399945_2	P
PKUE	FAM_P364	E_coli_GCF_003399945_2	P
PKUF	FAM_P3874	E_coli_GCF_003399945_2	P
PKUG	FAM_P3314	E_coli_GCF_003399945_2	P
PKUH	FAM_P1059	E_coli_GCF_003399945_2	P
PKUI	FAM_P1159	E_coli_GCF_003399945_2	P
PKUJ	FAM_P1363	E_coli_GCF_003399945_2	P
PKUK	FAM_P411	E_coli_GCF_003399945_2	P
PKUL	FAM_P1274	E_coli_GCF_003399945_2	P
PKUM	FAM_P1067	E_coli_GCF_003399945_2	P
PKUN	FAM_P4266	E_coli_GCF_003399945_2	P
PKUO	FAM_P4002	E_coli_GCF_003399945_2	P
PKUP	FAM_P3766	E_coli_GCF_003399945_2	P
PKUQ	FAM_P3566	E_coli_GCF_003399945_2	P
PKUR	FAM_P647	E_coli_GCF_003399945_2	P
PKUS	FAM_P108	E_coli_GCF_003399945_2	P
PKUT	FAM_P3207	E_coli_GCF_003399945_2	P
PKUU	FAM_P4984	E_coli_GCF_003399945_2	P
PKUV	FAM_P2829	E_coli_GCF_003399945_2	P
PKUW	FAM_P31	E_coli_GCF_003399945_2	P
PKUX	FAM_P3130	E_coli_GCF_003399945_2	P
PKUY	FAM_P2379	E_coli_GCF_003399945_2	P
PKUZ	FAM_P2738	E_coli_GCF_003399945_2	P
PKV	FAM_P4064	E_coli_GCF_000005845_2	P
PKV0	FAM_P844	E_coli_GCF_003399945_2	P
PKV1	FAM_P315	E_coli_GCF_003399945_2	P
PKV2	FAM_P3434	E_coli_GCF_003399945_2	P
PKV3	FAM_P3038	E_coli_GCF_003399945_2	P
PKV4	FAM_P2086	E_coli_GCF_003399945_2	P
PKV5	FAM_P2627	E_coli_GCF_003399945_2	P
PKV6	FAM_P4932	E_coli_GCF_003399945_2	P
PKV7	FAM_P3358	E_coli_GCF_003399945_2	P
PKV8	FAM_P250	E_coli_GCF_003399945_2	P
PKV9	FAM_P787	E_coli_GCF_003399945_2	P
PKVA	FAM_P365	E_coli_GCF_003399945_2	P
PKVB	FAM_P3875	E_coli_GCF_003399945_2	P
PKVC	FAM_P4113	E_coli_GCF_003399945_2	P
PKVD	FAM_P948	E_coli_GCF_003399945_2	P
PKVE	FAM_P1160	E_coli_GCF_003399945_2	P
PKVF	FAM_P1364	E_coli_GCF_003399945_2	P
PKVG	FAM_P3846	E_coli_GCF_003399945_2	P
PKVH	FAM_P4083	E_coli_GCF_003399945_2	P
PKVI	FAM_P906	E_coli_GCF_003399945_2	P
PKVJ	FAM_P4265	E_coli_GCF_003399945_2	P
PKVK	FAM_P4001	E_coli_GCF_003399945_2	P
PKVL	FAM_P3765	E_coli_GCF_003399945_2	P
PKVM	FAM_P3565	E_coli_GCF_003399945_2	P
PKVN	FAM_P646	E_coli_GCF_003399945_2	P
PKVO	FAM_P107	E_coli_GCF_003399945_2	P
PKVP	FAM_P3206	E_coli_GCF_003399945_2	P
PKVQ	FAM_P4983	E_coli_GCF_003399945_2	P
PKVR	FAM_P2828	E_coli_GCF_003399945_2	P
PKVS	FAM_P30	E_coli_GCF_003399945_2	P
PKVT	FAM_P3129	E_coli_GCF_003399945_2	P
PKVU	FAM_P2378	E_coli_GCF_003399945_2	P
PKVV	FAM_P2737	E_coli_GCF_003399945_2	P
PKVW	FAM_P843	E_coli_GCF_003399945_2	P
PKVX	FAM_P314	E_coli_GCF_003399945_2	P
PKVY	FAM_P3433	E_coli_GCF_003399945_2	P
PKVZ	FAM_P3037	E_coli_GCF_003399945_2	P
PKW	FAM_P889	E_coli_GCF_000005845_2	P
PKW0	FAM_P2085	E_coli_GCF_003399945_2	P
PKW1	FAM_P2626	E_coli_GCF_003399945_2	P
PKW2	FAM_P4933	E_coli_GCF_003399945_2	P
PKW3	FAM_P5660	E_coli_GCF_003399945_2	P
PKW4	FAM_P251	E_coli_GCF_003399945_2	P
PKW5	FAM_P788	E_coli_GCF_003399945_2	P
PKW6	FAM_P366	E_coli_GCF_003399945_2	P
PKW7	FAM_P3876	E_coli_GCF_003399945_2	P
PKW8	FAM_P4114	E_coli_GCF_003399945_2	P
PKW9	FAM_P949	E_coli_GCF_003399945_2	P
PKWA	FAM_P1161	E_coli_GCF_003399945_2	P
PKWB	FAM_P1365	E_coli_GCF_003399945_2	P
PKWC	FAM_P410	E_coli_GCF_003399945_2	P
PKWD	FAM_P1273	E_coli_GCF_003399945_2	P
PKWE	FAM_P4084	E_coli_GCF_003399945_2	P
PKWF	FAM_P4264	E_coli_GCF_003399945_2	P
PKWG	FAM_P4000	E_coli_GCF_003399945_2	P
PKWH	FAM_P3764	E_coli_GCF_003399945_2	P
PKWI	FAM_P3564	E_coli_GCF_003399945_2	P
PKWJ	FAM_P645	E_coli_GCF_003399945_2	P
PKWK	FAM_P106	E_coli_GCF_003399945_2	P
PKWL	FAM_P3205	E_coli_GCF_003399945_2	P
PKWM	FAM_P4629	E_coli_GCF_003399945_2	P
PKWN	FAM_P2827	E_coli_GCF_003399945_2	P
PKWO	FAM_P29	E_coli_GCF_003399945_2	P
PKWP	FAM_P3128	E_coli_GCF_003399945_2	P
PKWQ	FAM_P2377	E_coli_GCF_003399945_2	P
PKWR	FAM_P2736	E_coli_GCF_003399945_2	P
PKWS	FAM_P4480	E_coli_GCF_003399945_2	P
PKWT	FAM_P313	E_coli_GCF_003399945_2	P
PKWU	FAM_P3432	E_coli_GCF_003399945_2	P
PKWV	FAM_P3036	E_coli_GCF_003399945_2	P
PKWW	FAM_P2084	E_coli_GCF_003399945_2	P
PKWX	FAM_P1665	E_coli_GCF_003399945_2	P
PKWY	FAM_P4934	E_coli_GCF_003399945_2	P
PKWZ	FAM_P3359	E_coli_GCF_003399945_2	P
PKX	FAM_P2708	E_coli_GCF_000005845_2	P
PKX0	FAM_P252	E_coli_GCF_003399945_2	P
PKX1	FAM_P789	E_coli_GCF_003399945_2	P
PKX2	FAM_P367	E_coli_GCF_003399945_2	P
PKX3	FAM_P1587	E_coli_GCF_003399945_2	P
PKX4	FAM_P4115	E_coli_GCF_003399945_2	P
PKX5	FAM_P1429	E_coli_GCF_003399945_2	P
PKX6	FAM_P1429	E_coli_GCF_003399945_2	P
PKX7	FAM_P1366	E_coli_GCF_003399945_2	P
PKX8	FAM_P1716	E_coli_GCF_003399945_2	P
PKX9	FAM_P1066	E_coli_GCF_003399945_2	P
PKXA	FAM_P4263	E_coli_GCF_003399945_2	P
PKXB	FAM_P2979	E_coli_GCF_003399945_2	P
PKXC	FAM_P3763	E_coli_GCF_003399945_2	P
PKXD	FAM_P3563	E_coli_GCF_003399945_2	P
PKXE	FAM_P644	E_coli_GCF_003399945_2	P
PKXF	FAM_P105	E_coli_GCF_003399945_2	P
PKXG	FAM_P3204	E_coli_GCF_003399945_2	P
PKXH	FAM_P4628	E_coli_GCF_003399945_2	P
PKXI	FAM_P2826	E_coli_GCF_003399945_2	P
PKXJ	FAM_P28	E_coli_GCF_003399945_2	P
PKXK	FAM_P3127	E_coli_GCF_003399945_2	P
PKXL	FAM_P2376	E_coli_GCF_003399945_2	P
PKXM	FAM_P2735	E_coli_GCF_003399945_2	P
PKXN	FAM_P3907	E_coli_GCF_003399945_2	P
PKXO	FAM_P345	E_coli_GCF_003399945_2	P
PKXP	FAM_P842	E_coli_GCF_003399945_2	P
PKXQ	FAM_P312	E_coli_GCF_003399945_2	P
PKXR	FAM_P3431	E_coli_GCF_003399945_2	P
PKXS	FAM_P3035	E_coli_GCF_003399945_2	P
PKXT	FAM_P1664	E_coli_GCF_003399945_2	P
PKXU	FAM_P2625	E_coli_GCF_003399945_2	P
PKXV	FAM_P5529	E_coli_GCF_003399945_2	P
PKXW	FAM_P253	E_coli_GCF_003399945_2	P
PKXX	FAM_P790	E_coli_GCF_003399945_2	P
PKXY	FAM_P2712	E_coli_GCF_003399945_2	P
PKXZ	FAM_P3877	E_coli_GCF_003399945_2	P
PKY	FAM_P4693	E_coli_GCF_000005845_2	P
PKY0	FAM_P4116	E_coli_GCF_003399945_2	P
PKY1	FAM_P950	E_coli_GCF_003399945_2	P
PKY2	FAM_P1162	E_coli_GCF_003399945_2	P
PKY3	FAM_P1367	E_coli_GCF_003399945_2	P
PKY4	FAM_P3315	E_coli_GCF_003399945_2	P
PKY5	FAM_P1065	E_coli_GCF_003399945_2	P
PKY6	FAM_P1269	E_coli_GCF_003399945_2	P
PKY7	FAM_P5486	E_coli_GCF_003399945_2	P
PKY8	FAM_P464	E_coli_GCF_003399945_2	P
PKY9	FAM_P3762	E_coli_GCF_003399945_2	P
PKYA	FAM_P2723	E_coli_GCF_003399945_2	P
PKYB	FAM_P2364	E_coli_GCF_003399945_2	P
PKYC	FAM_P3115	E_coli_GCF_003399945_2	P
PKYD	SING_PKYD	E_coli_GCF_003399945_2	P
PKYE	SING_PKYE	E_coli_GCF_003399945_2	P
PKYF	SING_PKYF	E_coli_GCF_003399945_2	P
PKYG	SING_PKYG	E_coli_GCF_003399945_2	P
PKYH	SING_PKYH	E_coli_GCF_003399945_2	P
PKYI	FAM_P2294	E_coli_GCF_003399945_2	P
PKYJ	FAM_P4421	E_coli_GCF_003399945_2	P
PKYK	FAM_P1947	E_coli_GCF_003399945_2	P
PKYL	FAM_P3849	E_coli_GCF_003399945_2	P
PKYM	FAM_P5657	E_coli_GCF_003399945_2	P
PKYN	FAM_P4405	E_coli_GCF_003399945_2	P
PKYO	FAM_P4893	E_coli_GCF_003399945_2	P
PKYP	FAM_P4893	E_coli_GCF_003399945_2	P
PKYQ	FAM_P5369	E_coli_GCF_003399945_2	P
PKYR	FAM_P4356	E_coli_GCF_003399945_2	P
PKYS	FAM_P2322	E_coli_GCF_003399945_2	P
PKYT	FAM_P1760	E_coli_GCF_003399945_2	P
PKYU	FAM_P2307	E_coli_GCF_003399945_2	P
PKYV	FAM_P3221	E_coli_GCF_003399945_2	P
PKYW	FAM_P1897	E_coli_GCF_003399945_2	P
PKYX	FAM_P1815	E_coli_GCF_003399945_2	P
PKYY	FAM_P1715	E_coli_GCF_003399945_2	P
PKYZ	FAM_P4606	E_coli_GCF_003399945_2	P
PKZ	FAM_P3099	E_coli_GCF_000005845_2	P
PKZ0	FAM_P5109	E_coli_GCF_003399945_2	P
PKZ1	FAM_P1560	E_coli_GCF_003399945_2	P
PKZ2	FAM_P3556	E_coli_GCF_003399945_2	P
PKZ3	FAM_P1516	E_coli_GCF_003399945_2	P
PKZ4	FAM_P5062	E_coli_GCF_003399945_2	P
PKZ5	FAM_P3959	E_coli_GCF_003399945_2	P
PKZ6	FAM_P3711	E_coli_GCF_003399945_2	P
PKZ7	FAM_P3509	E_coli_GCF_003399945_2	P
PKZ8	FAM_P578	E_coli_GCF_003399945_2	P
PKZ9	FAM_P25	E_coli_GCF_003399945_2	P
PKZA	FAM_P3124	E_coli_GCF_003399945_2	P
PKZB	FAM_P2374	E_coli_GCF_003399945_2	P
PKZC	FAM_P2732	E_coli_GCF_003399945_2	P
PKZD	FAM_P3906	E_coli_GCF_003399945_2	P
PKZE	FAM_P344	E_coli_GCF_003399945_2	P
PKZF	FAM_P1630	E_coli_GCF_003399945_2	P
PKZG	FAM_P311	E_coli_GCF_003399945_2	P
PKZH	FAM_P3430	E_coli_GCF_003399945_2	P
PKZI	FAM_P3034	E_coli_GCF_003399945_2	P
PKZJ	FAM_P2083	E_coli_GCF_003399945_2	P
PKZK	FAM_P2624	E_coli_GCF_003399945_2	P
PKZL	FAM_P1646	E_coli_GCF_003399945_2	P
PKZM	FAM_P4935	E_coli_GCF_003399945_2	P
PKZN	FAM_P3360	E_coli_GCF_003399945_2	P
PKZO	FAM_P2822	E_coli_GCF_003399945_2	P
PKZP	FAM_P4624	E_coli_GCF_003399945_2	P
PKZQ	FAM_P3201	E_coli_GCF_003399945_2	P
PKZR	FAM_P101	E_coli_GCF_003399945_2	P
PKZS	FAM_P641	E_coli_GCF_003399945_2	P
PKZT	FAM_P3559	E_coli_GCF_003399945_2	P
PKZU	FAM_P3758	E_coli_GCF_003399945_2	P
PKZV	FAM_P3758	E_coli_GCF_003399945_2	P
PKZW	FAM_P4326	E_coli_GCF_003399945_2	P
PKZX	FAM_P3997	E_coli_GCF_003399945_2	P
PKZY	FAM_P4261	E_coli_GCF_003399945_2	P
PKZZ	FAM_P4219	E_coli_GCF_003399945_2	P
PL	FAM_P377	E_coli_GCF_000005845_2	P
PL0	FAM_P7	E_coli_GCF_000005845_2	P
PL00	FAM_P3958	E_coli_GCF_003399945_2	P
PL01	FAM_P5197	E_coli_GCF_003399945_2	P
PL02	FAM_P3508	E_coli_GCF_003399945_2	P
PL03	FAM_P577	E_coli_GCF_003399945_2	P
PL04	FAM_P24	E_coli_GCF_003399945_2	P
PL05	FAM_P5711	E_coli_GCF_003399945_2	P
PL06	FAM_P1703	E_coli_GCF_003399945_2	P
PL07	FAM_P1185	E_coli_GCF_003399945_2	P
PL08	FAM_P1881	E_coli_GCF_003399945_2	P
PL09	FAM_P4141	E_coli_GCF_003399945_2	P
PL0A	FAM_P3905	E_coli_GCF_003399945_2	P
PL0B	FAM_P1839	E_coli_GCF_003399945_2	P
PL0C	FAM_P2163	E_coli_GCF_003399945_2	P
PL0D	FAM_P310	E_coli_GCF_003399945_2	P
PL0E	FAM_P5281	E_coli_GCF_003399945_2	P
PL0F	FAM_P3033	E_coli_GCF_003399945_2	P
PL0G	FAM_P2082	E_coli_GCF_003399945_2	P
PL0H	FAM_P2623	E_coli_GCF_003399945_2	P
PL0I	FAM_P4936	E_coli_GCF_003399945_2	P
PL0J	FAM_P5339	E_coli_GCF_003399945_2	P
PL0K	FAM_P2823	E_coli_GCF_003399945_2	P
PL0L	FAM_P4625	E_coli_GCF_003399945_2	P
PL0M	FAM_P3202	E_coli_GCF_003399945_2	P
PL0N	FAM_P102	E_coli_GCF_003399945_2	P
PL0O	FAM_P4117	E_coli_GCF_003399945_2	P
PL0P	FAM_P3759	E_coli_GCF_003399945_2	P
PL0Q	FAM_P3998	E_coli_GCF_003399945_2	P
PL0R	FAM_P1368	E_coli_GCF_003399945_2	P
PL0S	FAM_P4218	E_coli_GCF_003399945_2	P
PL0T	FAM_P3957	E_coli_GCF_003399945_2	P
PL0U	FAM_P3710	E_coli_GCF_003399945_2	P
PL0V	FAM_P3507	E_coli_GCF_003399945_2	P
PL0W	FAM_P205	E_coli_GCF_003399945_2	P
PL0X	FAM_P23	E_coli_GCF_003399945_2	P
PL0Y	FAM_P3123	E_coli_GCF_003399945_2	P
PL0Z	FAM_P2373	E_coli_GCF_003399945_2	P
PL1	FAM_P563	E_coli_GCF_000005845_2	P
PL10	FAM_P2731	E_coli_GCF_003399945_2	P
PL11	FAM_P4726	E_coli_GCF_003399945_2	P
PL12	FAM_P4161	E_coli_GCF_003399945_2	P
PL13	FAM_P1337	E_coli_GCF_003399945_2	P
PL14	FAM_P975	E_coli_GCF_003399945_2	P
PL15	FAM_P4140	E_coli_GCF_003399945_2	P
PL16	FAM_P510	E_coli_GCF_003399945_2	P
PL17	FAM_P4422	E_coli_GCF_003399945_2	P
PL18	FAM_P1821	E_coli_GCF_003399945_2	P
PL19	FAM_P309	E_coli_GCF_003399945_2	P
PL1A	FAM_P3429	E_coli_GCF_003399945_2	P
PL1B	FAM_P3032	E_coli_GCF_003399945_2	P
PL1C	FAM_P2081	E_coli_GCF_003399945_2	P
PL1D	FAM_P2622	E_coli_GCF_003399945_2	P
PL1E	FAM_P2824	E_coli_GCF_003399945_2	P
PL1F	FAM_P3361	E_coli_GCF_003399945_2	P
PL1G	FAM_P254	E_coli_GCF_003399945_2	P
PL1H	FAM_P791	E_coli_GCF_003399945_2	P
PL1I	FAM_P1838	E_coli_GCF_003399945_2	P
PL1J	FAM_P2117	E_coli_GCF_003399945_2	P
PL1K	FAM_P4118	E_coli_GCF_003399945_2	P
PL1L	FAM_P951	E_coli_GCF_003399945_2	P
PL1M	FAM_P3822	E_coli_GCF_003399945_2	P
PL1N	FAM_P1614	E_coli_GCF_003399945_2	P
PL1O	FAM_P3506	E_coli_GCF_003399945_2	P
PL1P	FAM_P5641	E_coli_GCF_003399945_2	P
PL1Q	FAM_P22	E_coli_GCF_003399945_2	P
PL1R	FAM_P3122	E_coli_GCF_003399945_2	P
PL1S	FAM_P2372	E_coli_GCF_003399945_2	P
PL1T	FAM_P2730	E_coli_GCF_003399945_2	P
PL1U	FAM_P5196	E_coli_GCF_003399945_2	P
PL1V	FAM_P5081	E_coli_GCF_003399945_2	P
PL1W	FAM_P1533	E_coli_GCF_003399945_2	P
PL1X	FAM_P907	E_coli_GCF_003399945_2	P
PL1Y	FAM_P1130	E_coli_GCF_003399945_2	P
PL1Z	FAM_P1933	E_coli_GCF_003399945_2	P
PL2	FAM_P3497	E_coli_GCF_000005845_2	P
PL20	FAM_P4160	E_coli_GCF_003399945_2	P
PL21	FAM_P1914	E_coli_GCF_003399945_2	P
PL22	FAM_P974	E_coli_GCF_003399945_2	P
PL23	FAM_P4139	E_coli_GCF_003399945_2	P
PL24	FAM_P3904	E_coli_GCF_003399945_2	P
PL25	FAM_P343	E_coli_GCF_003399945_2	P
PL26	FAM_P841	E_coli_GCF_003399945_2	P
PL27	FAM_P308	E_coli_GCF_003399945_2	P
PL28	FAM_P2825	E_coli_GCF_003399945_2	P
PL29	FAM_P2445	E_coli_GCF_003399945_2	P
PL2A	FAM_P2080	E_coli_GCF_003399945_2	P
PL2B	FAM_P3146	E_coli_GCF_003399945_2	P
PL2C	FAM_P48	E_coli_GCF_003399945_2	P
PL2D	FAM_P103	E_coli_GCF_003399945_2	P
PL2E	FAM_P642	E_coli_GCF_003399945_2	P
PL2F	FAM_P3560	E_coli_GCF_003399945_2	P
PL2G	FAM_P3760	E_coli_GCF_003399945_2	P
PL2H	FAM_P952	E_coli_GCF_003399945_2	P
PL2I	FAM_P4262	E_coli_GCF_003399945_2	P
PL2J	FAM_P4217	E_coli_GCF_003399945_2	P
PL2K	FAM_P3956	E_coli_GCF_003399945_2	P
PL2L	FAM_P3709	E_coli_GCF_003399945_2	P
PL2M	FAM_P3505	E_coli_GCF_003399945_2	P
PL2N	FAM_P576	E_coli_GCF_003399945_2	P
PL2O	FAM_P21	E_coli_GCF_003399945_2	P
PL2P	FAM_P3121	E_coli_GCF_003399945_2	P
PL2Q	FAM_P2371	E_coli_GCF_003399945_2	P
PL2R	FAM_P2371	E_coli_GCF_003399945_2	P
PL2S	FAM_P2371	E_coli_GCF_003399945_2	P
PL2T	FAM_P2729	E_coli_GCF_003399945_2	P
